id;texto;categoria_assunto;canal;particao_recomendada
REC-01518;"o prazo mudou várias vezes; além disso, o cupom foi aceito e depois o desconto sumiu.";pagamento;site;treino
REC-01519;o cupom foi aceito e depois o desconto sumiu, mas ao mesmo tempo o pacote voltou para o remetente sem explicação!;pagamento;chat;validacao
REC-01520;O item apresentou problema no primeiro uso e preciso saber o que aconteceu.;produto;app;treino
REC-01521;Só queria entender, nao reconheço uma cobrança relacionada ao pedido e preciso saber o que aconteceu. Obrigada;pagamento;app;treino
REC-01522;"Por favor, preciso de ajuda, consta como entregue, mas não recebi; além disso, enviei o item de volta e ainda não confirmaram o recebimento. Isso pode ser verificado, por favor?";troca_devolucao;email;treino
REC-01523;A devolução não aparece no sistema. O que mais preciso resolver é que o item apresentou problema no primeiro uso.;produto;email;treino
REC-01524;Olá, a etiqueta de postagem não foi liberada há alguns dias Obrigada.;troca_devolucao;telefone;treino
REC-01525;Alguém consegue me ajudar, o pagamento foi recusado mesmo com limite? Obrigada.;pagamento;email;treino
REC-01526;a ligação caiu e ninguém retomou o contato há alguns dias 😤;atendimento;chat;teste
REC-01527;"Pessoal, ninguém responde minhas mensagens; entretanto o modelo recebido não era exatamente o esperado. Como resolvo?";atendimento;telefone;treino
REC-01528;Estou com uma dúvida, meu chamado está sem atualização e preciso saber o que aconteceu. Fico no aguardo.;atendimento;app;treino
REC-01529;Oi, fui tratado de forma pouco cordial no meu último pedido. Como resolvo?;atendimento;app;validacao
REC-01530;"A transportadora não apareceu no endereço; só que também tentei abrir uma troca";entrega;telefone;teste
REC-01531;"Bom dia, a compra chegou depois da data em que eu precisava; além disso, ninguém responde minhas mensagens. Obrigada.";atendimento;chat;treino
REC-01532;pessoal, o valor cobrado está diferente do anunciado no meu último pedido. isso pode ser verificado, por favor?;pagamento;email;treino
REC-01533;o pagamento foi recusado mesmo com limite e, além disso, o item também veio com uma avaria. ...;pagamento;email;treino
REC-01534;Já postei a devolução e o status não mudou no meu último pedido!;troca_devolucao;chat;validacao
REC-01535;Gente, olá, o entregador marcou tentativa sem vir aqui;entrega;chat;validacao
REC-01536;Houve problema com a transportadora, mas o material parece danificado.;produto;site;treino
REC-01537;O estorno ainda não apareceu desde ontem?;pagamento;app;validacao
REC-01538;"A coleta da devolução não aconteceu; porém o chat não esclareceu a situação.";troca_devolucao;site;treino
REC-01539;;pagamento;telefone;treino
REC-01540;"o acabamento veio com marcas; mas também tentei abrir uma troca.";produto;email;treino
REC-01541;Olá, o pix saiu da conta e a compra continua pendente?;pagamento;telefone;teste
REC-01542;preciso trocar o tamanho recebido e preciso saber o q aconteceu.;troca_devolucao;site;teste
REC-01543;recebi o modelo errado desde ontem. 😤;produto;app;treino
REC-01544;Gostaria de solicitar apoio: o atendimento encerrou o contato sem resolver desde ontem.;atendimento;chat;treino
REC-01545;Recebi o modelo errado há alguns dias.;produto;site;teste
REC-01546;O protocolo foi fechado sem retorno?;atendimento;chat;validacao
REC-01547;Recebi o modelo errado e o atendente informou um procedimento que não funciona.;produto;email;teste
REC-01548;Alguém consegue me ajudar, o atendimento encerrou o contato sem resolver há alguns dias?;atendimento;email;treino
REC-01549;Gente, o prazo mudou várias vezes há alguns dias;entrega;site;treino
REC-01550;A compra foi cancelada, mas a cobrança permaneceu no meu último pedido.;pagamento;app;treino
REC-01551;Prometeram retorno e não retornaram desde ontem!;atendimento;app;treino
REC-01552;Registro a seguinte situação: bom dia, o protocolo foi fechado sem retorno e não consigo localizar onde está a encomenda. Fico no aguardo!;atendimento;email;treino
REC-01553;queria uma orientação, o item apresentou problema no primeiro uso há alguns dias? obrigada.;produto;telefone;treino
REC-01554;O sistema diz pagamento pendente, mas ja paguei há alguns dias.;pagamento;app;treino
REC-01555;O modelo recbido não era exatamente o esperado. O que mais preciso resolver é que o valor foi cobrado duas vezes.;pagamento;chat;treino
REC-01556;Queria uma orientação, faltou um acessório dentro da caixa Preciso de um retorno.;produto;telefone;teste
REC-01557;a compra chegou depois da data em q eu precisava no meu último pedido;entrega;site;treino
REC-01558;A descrição do anúncio não bate com o que chegou desde ontem;produto;telefone;treino
REC-01559;Gente, alguém consegue me ajudar, a embalagem estava intacta, mas o item não funciona e preciso saber o que aconteceu Obrigado.;produto;email;treino
REC-01560;só queria entender, uma parte do kit não veio no meu último pedido conseguem me orientar?;produto;email;teste
REC-01561;Olá, pessoal, o pagamento foi recusado mesmo com limite e o suporte pede as mesmas informações toda vez. Conseguem me orientar?;pagamento;app;teste
REC-01562;"Quero cancelar a compra e devolver o que recebi; mas a entrega também atrasou.";troca_devolucao;app;validacao
REC-01563;Oi, só queria entender, o item chegou com defeito há alguns dias Obrigada.;produto;email;treino
REC-01564;Então, prometeram retorno e não retornaram desde ontem?;atendimento;email;treino
REC-01565;Olá, quero cancelar a compra e devolver o que recebi e, além disso, o modelo recebido nao era exatamente o esperado. Obrigado.;troca_devolucao;telefone;treino
REC-01566;Recebi só uma parte da compra desde ontem, no pedido mais recente.;entrega;email;treino
REC-01567;recebi o modelo errado;produto;site;treino
REC-01568;Uma parte do kit não veio e, além disso, o pacote demorou a chegar.;produto;app;treino
REC-01569;Olá, não consigo gerar o boleto no meu último pedido;pagamento;chat;treino
REC-01570;A solicitação de devolução nao avança?;troca_devolucao;chat;treino
REC-01571;Então, queria uma orientação, a encomenda está atrasada e o cupom foi aceito e depois o desconto sumiu. Agradeço se puderem olhar isso.;entrega;chat;treino
REC-01572;Desde o fim de semana, faltou um acessório dentro da caixa há alguns dias.;produto;telefone;treino
REC-01573;Enviei o item de volta e ainda não confirmaram o recebimento desde ontem;troca_devolucao;chat;teste
REC-01574;Então, bom dia, o produto veio usado e preciso saber o que aconteceu? Podem verificar?;produto;site;treino
REC-01575;Então, a embalagem estava intacta, mas o item não funciona e preciso saber o que aconteceu;produto;site;treino
REC-01576;O item chegou com defeito e preciso saber o que aconteceu?;produto;email;treino
REC-01577;o acabamento veio com marcas?;produto;app;teste
REC-01578;"foi incluída uma taxa que não estava prevista; porém estou tentando devolver o item.";pagamento;site;treino
REC-01579;Boa tarde, o item chegou com defeito no meu último pedido Conseguem me orientar?;produto;chat;treino
REC-01580;"Só queria entender, o sistema diz pagamento pendente, mas ja paguei; além disso, o produto recebido é diferente do anúncio. Preciso de um retorno.";produto;chat;treino
REC-01581;O estorno ainda está pendente, mas a ligação caiu e ninguém retomou o contato.;atendimento;email;treino
REC-01582;Só queria entender, a compra foi cancelada, mas a cobrança permaneceu e, além disso, e ainda não consigo retorno no atendimento. Isso pode ser verificado, por favor?;pagamento;app;treino
REC-01583;Hoje de manhã, olá, o acabamento veio com marcas.;produto;site;teste
REC-01584;Recebi só uma parte da compra no meu último pedido?;entrega;app;treino
REC-01585;A descrição do anúncio não bate com o que chegou?;produto;email;validacao
REC-01586;"O pacote demorou a chegar, mas a peça veio quebrada; preciso de retorno.";produto;site;treino
REC-01587;"O cupom foi aceito e depois o desconto sumiu; e ninguém responde ao protocolo.";pagamento;email;treino
REC-01588;Oi, a compra chegou depois da data em que eu precisava;entrega;app;treino
REC-01589;GENTE, NÃO SEI ONDE ACOMPANHAR MINHA DEVOLUÇÃO.;troca_devolucao;email;validacao
REC-01590;Gostaria de solicitar apoio: o estorno ainda está pendente. O que mais preciso resolver é que fui tratado de forma pouco cordial!;atendimento;email;treino
REC-01591;Oi, a transportadora não apareceu no endereço e preciso saber o que aconteceu.;entrega;chat;treino
REC-01592;gostaria de registrar, ninguém responde ao protocolo. o que mais preciso resolver é que a etiqueta de postagem não foi liberada. isso pode ser verificado, por favor?;troca_devolucao;email;treino
REC-01593;A transportadora não apareceu no endereço e, além disso, o item também veio com uma avaria.;entrega;site;validacao
REC-01594;A entrega foi direcionada para outro endereço há alguns dias?;entrega;app;validacao
REC-01595;Oi, estou tentando devolver o item, mas o material parece danificado.;produto;email;treino
REC-01596;"O material parece danificado; mas o estorno ainda esta pendente.";produto;telefone;treino
REC-01597;Não reconheço uma cobrança relacionada ao pedido e preciso saber o que aconteceu.;pagamento;site;treino
REC-01598;O item também veio com uma avaria. O que mais preciso resolver é que a resposta recebida não tem relação com a minha dúvida.;atendimento;telefone;treino
REC-01599;A resposta recebida não tem relação com a minha dúvida há alguns dias;atendimento;email;treino
REC-01600;bom dia, e ainda não consigo retorno no atendimento, mas foi incluída uma taxa que não estava prevista. obrigada.;pagamento;site;treino
REC-01601;A entrega também atrasou, mas o produto recebido é diferente do anúncio;produto;app;treino
REC-01602;E ainda não consigo retorno no atendimento. O que mais preciso resolver é que o pix saiu da conta e a compra continua pendente!;pagamento;email;treino
REC-01603;O rastreio parou de atualizar e preciso saber o que aconteceu?;entrega;telefone;treino
REC-01604;O prazo mudou várias vezes há alguns dias?;entrega;telefone;treino
REC-01605;Já postei a devolução e o status não mudou e preciso saber o que aconteceu;troca_devolucao;telefone;treino
REC-01606;o pedido ainda não chegou e, além disso, o chat não esclareceu a situação.;entrega;telefone;treino
REC-01607;Então, alguém consegue me ajudar, a descrição do anúncio não bate com o que chegou e, além disso, também apareceu uma cobrança que não entendi. Obrigado.;produto;email;treino
REC-01608;venho informar, meu chamado está sem atualização. também aconteceu o seguinte: o cartão foi debitado, mas o pedido n confirmou. obrigado.;pagamento;app;validacao
REC-01609;Gostaria de solicitar apoio: recebi o modelo errado há alguns dias;produto;app;validacao
REC-01610;Faltou um acessório dentro da caixa e, além disso, estou tentando devolver o item.;produto;app;treino
REC-01611;O pacote voltou para o remetente sem explicação.;entrega;email;treino
REC-01612;Solicito orientação: o estorno ainda não apareceu, mas ao mesmo tempo estou tentando falar com alguém há dias.;pagamento;email;treino
REC-01613;O rastreio parou de atualizar no meu último peddo?;entrega;site;teste
REC-01614;boa tarde, a cor veio diferente da escolhida há alguns dias? podem verificar?;produto;email;treino
REC-01615;Solicito orientação: o prazo mudou várias vezes.;entrega;app;treino
REC-01616;"Gostaria de registrar, o produto veio usado; além disso, quero devolver a compra e não encontro a opção. Como resolvo?";troca_devolucao;chat;teste
REC-01617;O tamanho não corresponde ao informado e preciso saber o que aconteceu?;produto;site;validacao
REC-01618;Registro a seguinte situação: estou com uma dúvida, também apareceu uma cobrança que não entendi. O que mais preciso resolver é que o tamanho não corresponde ao informado. Podem verificar?;produto;app;treino
REC-01619;quero cancelar a compra e devolver o q recebi há alguns dias.;troca_devolucao;app;treino
REC-01620;Por favor, recebi o modelo errado no meu último pedido? Agradeço se puderem olhar isso.;produto;app;treino
REC-01621;O tamanho não corresponde ao informado e, além disso, o desconto não foi aplicado.;produto;email;validacao
REC-01622;"Preciso de ajuda, solicitei troca e recebi instruções contraditórias; entretanto também apareceu uma cobrança que não entendi. Preciso de um retorno.";troca_devolucao;telefone;treino
REC-01623;Olá, consta como entregue, mas não recebi há alguns dias.;entrega;chat;treino
